,row_id,clean_phrase,category,timestamp,phrase_freq,sentiment_score,matched_product,listing_category,stock_level,final_similarity,used_backup
22523,50110,dell chromebook,Electronics,2015-02-11 08:00:00,1,0,Laptop,Electronics,5558643,0.6940458,True
22580,50186,"yes, all canon dslrs",Electronics,2015-03-05 08:00:00,1,0,Camera,Electronics,5576465,0.5034893,True
22595,50211,2011 macbooks,Electronics,2015-02-26 08:00:00,1,0,Laptop,Electronics,5558643,0.518738,False
22602,50224,samsung 3 tab,Electronics,2015-03-23 07:00:00,1,0,Tablet,Electronics,5601340,0.5834593,False
22612,50240,other iphones,Electronics,2015-03-17 07:00:00,1,0,Smartphone,Electronics,5584861,0.5915792,False
22613,50240,their iphones,Electronics,2015-03-17 07:00:00,1,0,Smartphone,Electronics,5584861,0.6247194,False
22631,50262,just a piece,Electronics,2015-03-03 08:00:00,1,0,Shirt,Apparel,5519141,0.50639015,True
22633,50262,old screen,Electronics,2015-03-03 08:00:00,1,0,Monitor,Electronics,5506270,0.5107058,False
22636,50262,not the lcd screen,Electronics,2015-03-03 08:00:00,1,0,Monitor,Electronics,5506270,0.5254773,False
22643,50278,rosetta stone smartphone app,Software,2015-03-25 07:00:00,1,0,Smartphone,Electronics,5584861,0.5089333,True
22652,50287,two machines,Software,2015-02-07 08:00:00,1,0,Washing Machine,Home Appliances,6238805,0.52238315,False
22695,50416,android or ios app,Software,2015-02-20 08:00:00,1,1,Smartphone,Electronics,5584861,0.6097108,False
22701,50421,hiking and trail maps,Software,2015-02-12 08:00:00,1,0,Hiking Shoes,Footwear,5479787,0.5271573,False
22719,50459,510 or 710 capture device,Software,2015-02-24 08:00:00,1,0,Camera,Electronics,5576465,0.50610495,False
22727,50463,academic edition,Software,2015-03-03 08:00:00,2,0,Textbooks,Books,6289025,0.523689,False
22730,50467,pc notebook,Software,2015-02-04 08:00:00,1,0,Laptop,Electronics,5558643,0.7008045,False
22745,50503,ipad/android phone/iphone apps,Software,2015-03-30 07:00:00,1,1,Smartphone,Electronics,5584861,0.5634647,False
22767,50576,airbook,Software,2015-04-14 07:00:00,1,0,Laptop,Electronics,5558643,0.61538386,False
22768,50580,8 laptop,Software,2015-02-25 08:00:00,1,1,Laptop,Electronics,5558643,0.79418814,False
22789,50639,mac 10.10.1,Software,2015-04-17 07:00:00,1,1,Laptop,Electronics,5558643,0.51395357,True
22807,50663,dv camcorder,Software,2015-03-05 08:00:00,1,1,Camera,Electronics,5576465,0.57938,False
22812,50673,2009 macbook,Software,2015-02-10 08:00:00,1,1,Laptop,Electronics,5558643,0.57669353,False
22842,50737,xp laptop,Software,2015-04-10 07:00:00,1,0,Laptop,Electronics,5558643,0.74015945,False
22863,50789,pceye go,Software,2015-03-10 07:00:00,1,1,Monitor,Electronics,5506270,0.5221935,True
22878,50805,library,Software,2015-04-21 07:00:00,1,0,Textbooks,Books,6289025,0.5458176,False
22896,50829,no photoshop,Software,2015-03-18 07:00:00,1,1,Blender,Home Appliances,6234391,0.5156779,True
22902,50843,even wii games,Software,2015-02-08 08:00:00,1,-1,Gaming Console,Electronics,5606624,0.5106097,False
23009,51401,t18,Beauty,2015-03-19 07:00:00,1,-1,T-shirt,Apparel,5590599,0.511137,False
23063,51839,hair,Beauty,2015-03-16 07:00:00,1,1,Jacket,Apparel,5516002,0.50101465,False
23073,51858,dryer,Beauty,2015-04-09 07:00:00,1,1,Washing Machine,Home Appliances,6238805,0.5920302,False
23091,51943,cerave hydrating cleanser,Beauty,2015-02-26 08:00:00,1,1,Vacuum Cleaner,Home Appliances,6302349,0.5119184,True
23280,53175,great brush cleaner olivia garden brush cleaner individual pieces,Beauty,2015-03-31 07:00:00,1,1,Vacuum Cleaner,Home Appliances,6302349,0.5063486,False
23284,53191,image product,Beauty,2015-02-23 08:00:00,1,0,Camera,Electronics,5576465,0.5238153,False
23295,53226,shampoo,Beauty,2015-03-22 07:00:00,1,0,Washing Machine,Home Appliances,6238805,0.5263713,False
23368,53643,liposome shampoo,Beauty,2015-04-16 07:00:00,1,1,Washing Machine,Home Appliances,6238805,0.52637124,True
23388,53798,how many opi bottles,Beauty,2015-02-03 08:00:00,1,0,Shirt,Apparel,5519141,0.52307564,True
23417,54021,dyson vacuum,Beauty,2015-02-05 08:00:00,1,1,Vacuum Cleaner,Home Appliances,6302349,0.77246594,False
23419,54023,"""haircut pro vacuum extenders",Beauty,2015-02-10 08:00:00,1,0,Vacuum Cleaner,Home Appliances,6302349,0.5113719,False
23420,54024,panasonic one,Beauty,2015-02-03 08:00:00,1,0,Camera,Electronics,5576465,0.5355926,False
23626,55112,original beauty blender,Beauty,2015-04-22 07:00:00,1,1,Blender,Home Appliances,6234391,0.50747526,False
23718,55577,own vacuum,Beauty,2015-04-07 07:00:00,1,0,Vacuum Cleaner,Home Appliances,6302349,0.764055,False
23744,55707,movie,Toys_and_Games,2015-03-08 08:00:00,1,1,Fiction,Books,6265308,0.5666891,False
23757,55725,runner,Toys_and_Games,2015-02-13 08:00:00,1,0,Running Shoes,Footwear,5593211,0.6371417,False
23766,55764,exceed receiver,Toys_and_Games,2015-02-26 08:00:00,1,1,Speaker,Electronics,5608503,0.54427445,True
23790,55923,kitchen,Toys_and_Games,2015-03-27 07:00:00,1,1,Cookbooks,Books,6234808,0.5268972,False
23850,56154,amazon product picture,Toys_and_Games,2015-03-27 07:00:00,1,1,Camera,Electronics,5576465,0.54121053,True
23866,56235,meccano 3- yarn french knitting machine,Toys_and_Games,2015-04-11 07:00:00,1,-1,Sweater,Apparel,5580610,0.5167198,True
24040,57137,running t-rex,Toys_and_Games,2015-02-12 08:00:00,1,0,T-shirt,Apparel,5590599,0.5122894,True
24078,57253,e.g. marvel infinite series,Toys_and_Games,2015-02-16 08:00:00,1,0,Comics,Books,6253891,0.520277,False
24174,57660,vtech laptop,Toys_and_Games,2015-03-16 07:00:00,1,-1,Laptop,Electronics,5558643,0.6063738,False
24193,57740,marvel cards,Toys_and_Games,2015-02-02 08:00:00,1,0,Comics,Books,6253891,0.6369599,False
24210,57765,rasberry pi,Toys_and_Games,2015-03-02 08:00:00,1,1,Blender,Home Appliances,6234391,0.53195477,False
24308,58170,all leap pad tablets,Toys_and_Games,2015-03-31 07:00:00,1,1,Tablet,Electronics,5601340,0.56488687,False
24310,58172,just the leappad tablets,Toys_and_Games,2015-03-11 07:00:00,1,-1,Tablet,Electronics,5601340,0.5610249,False
24322,58212,ios and andriod devices,Toys_and_Games,2015-02-10 08:00:00,1,1,Smartphone,Electronics,5584861,0.5111125,False
24337,58260,model eflc1003,Toys_and_Games,2015-02-09 08:00:00,1,1,Blender,Home Appliances,6234391,0.5319724,True
24362,58374,her kindle,Toys_and_Games,2015-03-29 07:00:00,1,-1,Tablet,Electronics,5601340,0.58519065,True
24400,58493,iphone 4 /4s,Toys_and_Games,2015-04-24 07:00:00,1,1,Smartphone,Electronics,5584861,0.74884415,True
24424,58591,style,Toys_and_Games,2015-02-04 08:00:00,1,-1,Jacket,Apparel,5516002,0.5188151,False
24433,58611,battery ec3,Toys_and_Games,2015-02-19 08:00:00,1,0,Laptop,Electronics,5558643,0.5189625,True
24475,58785,"""cube"" camera",Toys_and_Games,2015-04-27 07:00:00,1,1,Camera,Electronics,5576465,0.6595017,False
24479,58798,playmobile,Toys_and_Games,2015-03-23 07:00:00,1,0,Smartphone,Electronics,5584861,0.5946464,False
24482,58802,no iphone,Toys_and_Games,2015-02-06 08:00:00,1,1,Smartphone,Electronics,5584861,0.66415256,False
24495,58841,both ipad and galaxy tablet,Toys_and_Games,2015-04-13 07:00:00,1,1,Tablet,Electronics,5601340,0.59266424,False
24567,59042,"iphone, android",Toys_and_Games,2015-02-02 08:00:00,1,1,Smartphone,Electronics,5584861,0.774338,False
24571,59047,"ipad, ipod touch",Toys_and_Games,2015-03-31 07:00:00,1,1,Smartphone,Electronics,5584861,0.52859986,False
24603,59158,laptop power cord,Toys_and_Games,2015-02-08 08:00:00,1,0,Laptop,Electronics,5558643,0.5272349,False
24673,59359,bandai logo,Toys_and_Games,2015-04-06 07:00:00,1,0,Shirt,Apparel,5519141,0.52259904,False
24688,59428,vision,Toys_and_Games,2015-03-01 08:00:00,1,1,Camera,Electronics,5576465,0.5776559,False
24758,59605,p2v+ camera,Toys_and_Games,2015-02-28 08:00:00,1,0,Camera,Electronics,5576465,0.6192452,False
24768,59631,"""shoe cream polish",Clothing_Shoes_and_Jewelry,2015-02-11 08:00:00,1,0,Formal Shoes,Footwear,5525649,0.6036946,False
24769,59631,"""boot",Clothing_Shoes_and_Jewelry,2015-02-11 08:00:00,1,0,Boots,Footwear,5578686,0.7294611,False
24770,59631,boot,Clothing_Shoes_and_Jewelry,2015-02-11 08:00:00,1,0,Boots,Footwear,5578686,0.7542789,False
24771,59631,shoe cream polish,Clothing_Shoes_and_Jewelry,2015-02-11 08:00:00,1,0,Formal Shoes,Footwear,5525649,0.60139203,False
24774,59638,terramar womens thermasilk pants,Clothing_Shoes_and_Jewelry,2015-03-13 07:00:00,7,0,Jeans,Apparel,5519182,0.5480478,False
24786,59782,levis 501 31x32 jeans,Clothing_Shoes_and_Jewelry,2015-02-22 08:00:00,2,1,Jeans,Apparel,5519182,0.69460535,False
24795,59844,legit usmc pants,Clothing_Shoes_and_Jewelry,2015-03-09 07:00:00,2,-1,Jeans,Apparel,5519182,0.5725179,False
24814,60031,medium,Clothing_Shoes_and_Jewelry,2015-02-16 08:00:00,1,1,Jacket,Apparel,5516002,0.5061596,False
24818,60058,"""baffin unisex cush insulated slipper booty",Clothing_Shoes_and_Jewelry,2015-02-03 08:00:00,14,1,Slippers,Footwear,5619068,0.6065155,False
24845,60543,most casio watches,Clothing_Shoes_and_Jewelry,2015-03-29 07:00:00,1,1,Smartwatch,Electronics,5529727,0.5159614,False
24852,60674,gerbing heated jacket,Clothing_Shoes_and_Jewelry,2015-02-28 08:00:00,1,0,Jacket,Apparel,5516002,0.59735525,False
24854,60812,kirkland brand t-shirts,Clothing_Shoes_and_Jewelry,2015-02-03 08:00:00,1,1,T-shirt,Apparel,5590599,0.68939877,False
24860,60918,run cleats,Clothing_Shoes_and_Jewelry,2015-02-22 08:00:00,4,0,Running Shoes,Footwear,5593211,0.5452515,False
24861,60918,run traction cleats,Clothing_Shoes_and_Jewelry,2015-02-22 08:00:00,4,0,Running Shoes,Footwear,5593211,0.6272677,False
24863,60927,tall english riding boots,Clothing_Shoes_and_Jewelry,2015-02-25 08:00:00,1,0,Boots,Footwear,5578686,0.6413404,False
24872,61100,10.5 mens solomon shoe,Clothing_Shoes_and_Jewelry,2015-03-02 08:00:00,3,0,Sneakers,Footwear,5549346,0.5348435,False
24884,61325,new balance running shoes,Clothing_Shoes_and_Jewelry,2015-03-15 07:00:00,9,0,Running Shoes,Footwear,5593211,0.7481709,False
24892,61524,just the ariel shoe,Clothing_Shoes_and_Jewelry,2015-03-24 07:00:00,1,0,Sneakers,Footwear,5549346,0.5403629,False
24900,61639,al samsung phones,Clothing_Shoes_and_Jewelry,2015-03-04 08:00:00,1,1,Smartphone,Electronics,5584861,0.71660006,False
24901,61639,compatible samsung,Clothing_Shoes_and_Jewelry,2015-03-04 08:00:00,1,1,Smartphone,Electronics,5584861,0.5097061,False
24902,61640,compatible wit galaxy s5,Clothing_Shoes_and_Jewelry,2015-02-09 08:00:00,1,1,Smartphone,Electronics,5584861,0.5190621,True
24905,61696,samsung neo,Clothing_Shoes_and_Jewelry,2015-04-25 07:00:00,1,0,Smartphone,Electronics,5584861,0.53425825,False
24909,61704,lg's display,Cell_Phones_and_Accessories,2015-03-05 08:00:00,1,1,Monitor,Electronics,5506270,0.52828276,False
24911,61705,lg gpad 8.3 lte tablet,Cell_Phones_and_Accessories,2015-03-05 08:00:00,1,1,Tablet,Electronics,5601340,0.53125525,False
24912,61705,lg g3 phone,Cell_Phones_and_Accessories,2015-03-05 08:00:00,2,1,Smartphone,Electronics,5584861,0.5742812,False
24913,61706,first gen nexus 7 tablet,Cell_Phones_and_Accessories,2015-02-02 08:00:00,1,0,Tablet,Electronics,5601340,0.5599555,False
24917,61726,anymeeting platform,Cell_Phones_and_Accessories,2015-02-19 08:00:00,1,0,Gaming Console,Electronics,5606624,0.56438005,True
24920,61733,external device,Cell_Phones_and_Accessories,2015-02-02 08:00:00,1,0,Smartphone,Electronics,5584861,0.5178105,False
24923,61739,motorola razr,Cell_Phones_and_Accessories,2015-03-12 07:00:00,1,0,Smartphone,Electronics,5584861,0.51372045,False
24925,61742,polycom phones,Cell_Phones_and_Accessories,2015-04-07 07:00:00,1,1,Smartphone,Electronics,5584861,0.5851798,False
24936,61765,original (authentic) nokia phone,Cell_Phones_and_Accessories,2015-02-18 08:00:00,1,0,Smartphone,Electronics,5584861,0.5107516,True
24938,61767,motorola brand,Cell_Phones_and_Accessories,2015-04-15 07:00:00,1,1,Smartphone,Electronics,5584861,0.5577387,False
24941,61775,iphone 5s.,Cell_Phones_and_Accessories,2015-02-11 08:00:00,2,0,Smartphone,Electronics,5584861,0.6620661,False
24949,61792,original nokia n95 8gb,Cell_Phones_and_Accessories,2015-02-21 08:00:00,1,0,Smartphone,Electronics,5584861,0.53313303,True
24951,61795,iphone6/6,Cell_Phones_and_Accessories,2015-03-27 07:00:00,1,1,Smartphone,Electronics,5584861,0.5658511,False
24952,61795,both samsung s5,Cell_Phones_and_Accessories,2015-03-27 07:00:00,1,1,Smartphone,Electronics,5584861,0.5663205,False
24953,61795,etymotic research er23-hf2-black earphones,Cell_Phones_and_Accessories,2015-03-27 07:00:00,1,1,Headphones,Electronics,5572988,0.52395934,False
24963,61822,samsung s5 mini,Cell_Phones_and_Accessories,2015-04-04 07:00:00,1,1,Smartphone,Electronics,5584861,0.5476409,False
24964,61822,iphone 6--hope,Cell_Phones_and_Accessories,2015-04-04 07:00:00,1,1,Smartphone,Electronics,5584861,0.58936816,False
24966,61828,gsm phone,Cell_Phones_and_Accessories,2015-04-02 07:00:00,9,0,Smartphone,Electronics,5584861,0.61554676,False
24968,61834,otter armour,Cell_Phones_and_Accessories,2015-02-22 08:00:00,1,0,Jacket,Apparel,5516002,0.50552183,False
24984,61875,remanufactured iphone,Cell_Phones_and_Accessories,2015-03-05 08:00:00,1,-1,Smartphone,Electronics,5584861,0.74884415,True
24986,61876,slider phone,Cell_Phones_and_Accessories,2015-03-04 08:00:00,1,1,Smartphone,Electronics,5584861,0.59649014,False
24997,61906,galaxy s4s,Cell_Phones_and_Accessories,2015-03-19 07:00:00,1,1,Smartphone,Electronics,5584861,0.62256145,False
25002,61919,doro cellphone,Cell_Phones_and_Accessories,2015-04-04 07:00:00,1,0,Smartphone,Electronics,5584861,0.5837873,False
25003,61919,duro cell phone,Cell_Phones_and_Accessories,2015-04-04 07:00:00,1,0,Smartphone,Electronics,5584861,0.556,False
25011,61941,nokia lumia phone,Cell_Phones_and_Accessories,2015-04-01 07:00:00,1,-1,Smartphone,Electronics,5584861,0.6817702,False
25016,61946,samsung 4 phone,Cell_Phones_and_Accessories,2015-02-16 08:00:00,1,0,Smartphone,Electronics,5584861,0.65285647,False
25018,61956,model# xt910,Cell_Phones_and_Accessories,2015-04-08 07:00:00,1,0,Blender,Home Appliances,6234391,0.5319724,True
25019,61957,(windows mobile,Cell_Phones_and_Accessories,2015-03-04 08:00:00,1,0,Smartphone,Electronics,5584861,0.60011137,False
25030,61977,all blackberry,Cell_Phones_and_Accessories,2015-04-12 07:00:00,1,0,Smartphone,Electronics,5584861,0.5694383,False
25032,61980,daughter's samsung s5,Cell_Phones_and_Accessories,2015-04-08 07:00:00,1,1,Smartphone,Electronics,5584861,0.5950391,False
25036,61984,gsm technology,Cell_Phones_and_Accessories,2015-03-07 08:00:00,2,1,Smartphone,Electronics,5584861,0.5207498,False
25037,61984,t-mobile,Cell_Phones_and_Accessories,2015-03-07 08:00:00,4,1,Smartphone,Electronics,5584861,0.62891316,False
25042,61987,samsung e1200,Cell_Phones_and_Accessories,2015-04-16 07:00:00,1,1,Smartphone,Electronics,5584861,0.50101846,False
25053,62016,samsung hm1900,Cell_Phones_and_Accessories,2015-04-11 07:00:00,1,0,Smartphone,Electronics,5584861,0.5017091,False
25061,62039,surface pro to vga monitor,Cell_Phones_and_Accessories,2015-04-11 07:00:00,1,-1,Monitor,Electronics,5506270,0.5040994,True
25068,62056,t-mobile phone,Cell_Phones_and_Accessories,2015-02-25 08:00:00,1,0,Smartphone,Electronics,5584861,0.69880986,False
25074,62090,aquos crystal sharp phones,Cell_Phones_and_Accessories,2015-02-07 08:00:00,1,0,Smartphone,Electronics,5584861,0.5197868,True
25079,62098,just 5 phone,Cell_Phones_and_Accessories,2015-02-05 08:00:00,2,1,Smartphone,Electronics,5584861,0.53858256,False
25080,62104,not my samsung tablet,Cell_Phones_and_Accessories,2015-02-17 08:00:00,1,-1,Tablet,Electronics,5601340,0.63391316,False
25081,62107,nikon d3200 camera,Cell_Phones_and_Accessories,2015-03-05 08:00:00,1,-1,Camera,Electronics,5576465,0.54929423,False
25083,62107,female hdmi,Cell_Phones_and_Accessories,2015-03-05 08:00:00,1,-1,Monitor,Electronics,5506270,0.53698254,False
25085,62107,htc one x.,Cell_Phones_and_Accessories,2015-03-05 08:00:00,2,-1,Smartphone,Electronics,5584861,0.57825565,False
25086,62107,htc one x,Cell_Phones_and_Accessories,2015-03-05 08:00:00,4,-1,Smartphone,Electronics,5584861,0.5097282,False
25095,62132,3g gsm,Cell_Phones_and_Accessories,2015-04-08 07:00:00,1,0,Smartphone,Electronics,5584861,0.50587595,True
25097,62134,blu zoey ii cell phone,Cell_Phones_and_Accessories,2015-02-03 08:00:00,1,1,Smartphone,Electronics,5584861,0.5428183,False
25101,62141,at&t phone,Cell_Phones_and_Accessories,2015-03-27 07:00:00,3,1,Smartphone,Electronics,5584861,0.65465367,False
25105,62144,droid maxx phone,Cell_Phones_and_Accessories,2015-03-03 08:00:00,1,-1,Smartphone,Electronics,5584861,0.503827,False
25106,62146,pay lo phone,Cell_Phones_and_Accessories,2015-02-27 08:00:00,1,1,Smartphone,Electronics,5584861,0.5250181,True
25109,62148,5 nokias,Cell_Phones_and_Accessories,2015-03-06 08:00:00,1,1,Smartphone,Electronics,5584861,0.5634674,False
25110,62148,old nokias,Cell_Phones_and_Accessories,2015-03-06 08:00:00,1,1,Smartphone,Electronics,5584861,0.57775724,False
25112,62148,'phones,Cell_Phones_and_Accessories,2015-03-06 08:00:00,1,1,Smartphone,Electronics,5584861,0.67503065,False
25113,62148,nokia,Cell_Phones_and_Accessories,2015-03-06 08:00:00,2,1,Smartphone,Electronics,5584861,0.7504039,False
25114,62148,nokias,Cell_Phones_and_Accessories,2015-03-06 08:00:00,1,1,Smartphone,Electronics,5584861,0.6741214,False
25117,62148,older nokias,Cell_Phones_and_Accessories,2015-03-06 08:00:00,1,1,Smartphone,Electronics,5584861,0.5617128,False
25118,62149,manufacturer(nokia,Cell_Phones_and_Accessories,2015-03-06 08:00:00,1,-1,Smartphone,Electronics,5584861,0.57547545,False
25124,62158,e-ceros tablet,Cell_Phones_and_Accessories,2015-02-21 08:00:00,1,0,Tablet,Electronics,5601340,0.61504674,False
25129,62163,"11"" macbook air",Cell_Phones_and_Accessories,2015-02-23 08:00:00,1,1,Laptop,Electronics,5558643,0.5068239,False
25133,62174,gsm,Cell_Phones_and_Accessories,2015-03-25 07:00:00,9,0,Smartphone,Electronics,5584861,0.53641796,False
25141,62205,samsung mega,Cell_Phones_and_Accessories,2015-02-02 08:00:00,4,0,Smartphone,Electronics,5584861,0.57696736,False
25147,62208,toshiba office phone,Cell_Phones_and_Accessories,2015-03-16 07:00:00,2,1,Smartphone,Electronics,5584861,0.5246107,False
25148,62208,toshiba handset,Cell_Phones_and_Accessories,2015-03-16 07:00:00,1,1,Laptop,Electronics,5558643,0.67531425,True
25149,62210,most android phones,Cell_Phones_and_Accessories,2015-03-09 07:00:00,1,0,Smartphone,Electronics,5584861,0.75062716,False
25155,62214,pass-through usb port,Cell_Phones_and_Accessories,2015-02-17 08:00:00,1,0,Laptop,Electronics,5558643,0.5081267,True
25159,62221,at&t or t-mobile iphone,Cell_Phones_and_Accessories,2015-02-02 08:00:00,1,0,Smartphone,Electronics,5584861,0.5636092,False
25169,62245,motorola driod phone,Cell_Phones_and_Accessories,2015-04-12 07:00:00,1,1,Smartphone,Electronics,5584861,0.5010884,False
25178,62270,bb q10 cell phone,Cell_Phones_and_Accessories,2015-03-18 07:00:00,1,1,Smartphone,Electronics,5584861,0.5645751,False
25184,62289,6's lens,Cell_Phones_and_Accessories,2015-02-27 08:00:00,1,0,Camera,Electronics,5576465,0.5315504,True
25185,62291,iphone 6 slot,Cell_Phones_and_Accessories,2015-03-05 08:00:00,1,0,Smartphone,Electronics,5584861,0.74884415,True
25189,62293,nokia windows phone,Cell_Phones_and_Accessories,2015-02-15 08:00:00,1,0,Smartphone,Electronics,5584861,0.6025977,False
25193,62314,ihome radio,Cell_Phones_and_Accessories,2015-02-16 08:00:00,1,0,Speaker,Electronics,5608503,0.5335301,True
25198,62332,mini galaxy,Cell_Phones_and_Accessories,2015-02-18 08:00:00,1,-1,Smartphone,Electronics,5584861,0.5084561,False
25215,62369,nokia brick,Cell_Phones_and_Accessories,2015-03-10 07:00:00,1,-1,Smartphone,Electronics,5584861,0.60181856,False
25217,62376,samsung s7582,Cell_Phones_and_Accessories,2015-03-18 07:00:00,1,0,Smartphone,Electronics,5584861,0.5284035,False
25219,62381,its a verizon only phone,Cell_Phones_and_Accessories,2015-02-15 08:00:00,1,0,Smartphone,Electronics,5584861,0.50804067,False
25221,62383,both the surface and nokia lumia,Cell_Phones_and_Accessories,2015-03-27 07:00:00,1,1,Smartphone,Electronics,5584861,0.6336825,False
25225,62393,such an old phone,Cell_Phones_and_Accessories,2015-02-27 08:00:00,1,1,Smartphone,Electronics,5584861,0.5780381,False
25226,62393,samsung galaxy smart tracfone,Cell_Phones_and_Accessories,2015-02-27 08:00:00,1,1,Smartphone,Electronics,5584861,0.6783432,True
25228,62393,time phone,Cell_Phones_and_Accessories,2015-02-27 08:00:00,1,1,Smartphone,Electronics,5584861,0.5429312,False
25229,62393,phones,Cell_Phones_and_Accessories,2015-02-27 08:00:00,1,1,Smartphone,Electronics,5584861,0.8240327,False
25230,62394,prepaid smart phone,Cell_Phones_and_Accessories,2015-04-02 07:00:00,1,0,Smartphone,Electronics,5584861,0.6363288,True
25231,62399,apple 4g,Cell_Phones_and_Accessories,2015-03-02 08:00:00,1,0,Smartphone,Electronics,5584861,0.5419055,False
25237,62423,iphone 4s white 16gb,Cell_Phones_and_Accessories,2015-02-18 08:00:00,1,0,Smartphone,Electronics,5584861,0.51980305,True
25239,62428,sprint phone,Cell_Phones_and_Accessories,2015-03-19 07:00:00,5,-1,Smartphone,Electronics,5584861,0.59236467,False
25242,62431,no. verizon phones,Cell_Phones_and_Accessories,2015-03-28 07:00:00,1,0,Smartphone,Electronics,5584861,0.5671512,False
25243,62439,htc sensation,Cell_Phones_and_Accessories,2015-02-09 08:00:00,2,0,Smartphone,Electronics,5584861,0.5003144,False
25255,62463,new lg phone,Cell_Phones_and_Accessories,2015-02-13 08:00:00,1,-1,Smartphone,Electronics,5584861,0.5633929,False
25256,62463,triumph phone,Cell_Phones_and_Accessories,2015-02-13 08:00:00,1,-1,Smartphone,Electronics,5584861,0.6067299,False
25258,62464,motorola product,Cell_Phones_and_Accessories,2015-02-12 08:00:00,1,-1,Smartphone,Electronics,5584861,0.62579286,False
25265,62477,only verizon,Cell_Phones_and_Accessories,2015-02-21 08:00:00,1,0,Smartphone,Electronics,5584861,0.5233899,True
25280,62499,samsung ultrabook,Cell_Phones_and_Accessories,2015-02-24 08:00:00,1,0,Laptop,Electronics,5558643,0.5451398,False
25281,62499,digital hdmi,Cell_Phones_and_Accessories,2015-02-24 08:00:00,1,0,Monitor,Electronics,5506270,0.53952533,False
25285,62504,gsm technologies,Cell_Phones_and_Accessories,2015-03-15 07:00:00,1,0,Smartphone,Electronics,5584861,0.5425498,False
25286,62505,samsung hm1300,Cell_Phones_and_Accessories,2015-02-21 08:00:00,1,0,Smartphone,Electronics,5584861,0.50837827,False
25288,62509,motorola l903,Cell_Phones_and_Accessories,2015-03-04 08:00:00,1,0,Smartphone,Electronics,5584861,0.5817402,False
25289,62509,motorola bluetooth,Cell_Phones_and_Accessories,2015-03-04 08:00:00,1,0,Smartphone,Electronics,5584861,0.5935247,False
25303,62540,blackberry website,Cell_Phones_and_Accessories,2015-04-11 07:00:00,1,1,Smartphone,Electronics,5584861,0.5089313,False
25310,62559,stand alone android device,Cell_Phones_and_Accessories,2015-03-09 07:00:00,6,-1,Smartphone,Electronics,5584861,0.5550533,False
25312,62566,motorola droid turbo,Cell_Phones_and_Accessories,2015-02-08 08:00:00,1,0,Smartphone,Electronics,5584861,0.56529725,False
25314,62568,samsung sg5,Cell_Phones_and_Accessories,2015-03-18 07:00:00,1,-1,Smartphone,Electronics,5584861,0.5405234,False
25319,62580,verizon phone,Cell_Phones_and_Accessories,2015-02-17 08:00:00,11,0,Smartphone,Electronics,5584861,0.58732927,False
25326,62599,galaxy s4 active,Cell_Phones_and_Accessories,2015-04-15 07:00:00,2,-1,Smartphone,Electronics,5584861,0.64761186,True
25330,62621,cricket phone,Cell_Phones_and_Accessories,2015-02-03 08:00:00,1,0,Smartphone,Electronics,5584861,0.63326037,False
25331,62624,most iphone 4s,Cell_Phones_and_Accessories,2015-02-17 08:00:00,1,1,Smartphone,Electronics,5584861,0.74884415,True
25332,62626,current iphones,Cell_Phones_and_Accessories,2015-02-23 08:00:00,1,0,Smartphone,Electronics,5584861,0.5176755,False
25338,62653,verizon-based phone,Cell_Phones_and_Accessories,2015-03-28 07:00:00,1,1,Smartphone,Electronics,5584861,0.577373,False
25343,62669,superior ubl speaker,Cell_Phones_and_Accessories,2015-04-11 07:00:00,1,-1,Speaker,Electronics,5608503,0.6822467,False
25347,62674,airplay speaker,Cell_Phones_and_Accessories,2015-03-16 07:00:00,1,1,Speaker,Electronics,5608503,0.61865115,False
25352,62684,particular nokia n9,Cell_Phones_and_Accessories,2015-04-01 07:00:00,1,0,Smartphone,Electronics,5584861,0.53892076,False
25354,62689,xoom tablet,Cell_Phones_and_Accessories,2015-03-17 07:00:00,1,0,Tablet,Electronics,5601340,0.73337394,False
25355,62690,motorola xoom,Cell_Phones_and_Accessories,2015-03-12 07:00:00,1,1,Smartphone,Electronics,5584861,0.5717261,False
25364,62713,iphone 3gs,Cell_Phones_and_Accessories,2015-02-26 08:00:00,2,1,Smartphone,Electronics,5584861,0.5532046,False
25366,62721,iphone4,Cell_Phones_and_Accessories,2015-02-15 08:00:00,1,0,Smartphone,Electronics,5584861,0.6273223,False
25367,62724,iphone runs,Cell_Phones_and_Accessories,2015-02-09 08:00:00,2,0,Smartphone,Electronics,5584861,0.50414574,False
25370,62736,t mobile card,Cell_Phones_and_Accessories,2015-03-25 07:00:00,1,0,Smartphone,Electronics,5584861,0.5189731,False
25375,62765,droid-4,Cell_Phones_and_Accessories,2015-03-12 07:00:00,1,0,Smartphone,Electronics,5584861,0.55283046,False
25386,62794,most android devices,Cell_Phones_and_Accessories,2015-03-09 07:00:00,1,1,Smartphone,Electronics,5584861,0.70773864,False
25390,62804,galaxy s2,Cell_Phones_and_Accessories,2015-02-02 08:00:00,3,1,Smartphone,Electronics,5584861,0.5859618,False
25393,62813,android smart phone,Cell_Phones_and_Accessories,2015-04-07 07:00:00,1,0,Smartphone,Electronics,5584861,0.7427058,False
25396,62821,what android software,Cell_Phones_and_Accessories,2015-03-16 07:00:00,1,0,Smartphone,Electronics,5584861,0.578995,False
